-10.000000,-18.000000,-18.000000
-9.600000,-16.152181,-16.152181
-9.200000,-14.466147,-14.466147
-8.800000,-12.920751,-12.920751
-8.400000,-11.499885,-11.499885
-8.000000,-10.191377,-10.191377
-7.600000,-8.986059,-8.986059
-7.200000,-7.876992,-7.876992
-6.800000,-6.858828,-6.858828
-6.400000,-5.927301,-5.927301
-6.000000,-5.078813,-5.078813
-5.600000,-4.310137,-4.310137
-5.200000,-3.618179,-3.618179
-4.800000,-2.999825,-2.999825
-4.400000,-2.451839,-2.451839
-4.000000,-1.970812,-1.970812
-3.600000,-1.553147,-1.553147
-3.200000,-1.195070,-1.195070
-2.800000,-0.892670,-0.892670
-2.400000,-0.641941,-0.641941
-2.000000,-0.438838,-0.438838
-1.600000,-0.279335,-0.279335
-1.200000,-0.159474,-0.159474
-0.800000,-0.075406,-0.075406
-0.400000,-0.023428,-0.023428
0.000000,0.000000,0.000000
0.400000,-0.001745,-0.001745
0.800000,-0.025440,-0.025440
1.200000,-0.067986,-0.067986
1.600000,-0.126365,-0.126365
2.000000,-0.197578,-0.197578
2.400000,-0.278585,-0.278585
2.800000,-0.366221,-0.366221
3.200000,-0.457121,-0.457121
3.600000,-0.547639,-0.547639
4.000000,-0.633781,-0.633781
4.400000,-0.711143,-0.711143
4.800000,-0.774879,-0.774879
5.200000,-0.819694,-0.819694
5.600000,-0.839873,-0.839873
6.000000,-0.829365,-0.829365
6.400000,-0.781921,-0.781921
6.800000,-0.691304,-0.691304
7.200000,-0.551581,-0.551581
7.600000,-0.357516,-0.357516
8.000000,-0.105063,-0.105063
8.400000,0.208003,0.208003
8.800000,0.581328,0.581328
9.200000,1.011055,1.011055
9.600000,1.488726,1.488726
10.000000,2.000000,2.000000
